actor,task,item_id,item_label,repeat,source_block,pair_uid,cause_pair_label,moral_bad_label,panel_winner_condition,outcome,moral_bad_win_excluding_ties,r0_minus_moral_bad_net_score,source_moral_output_id,source_r0_output_id,source_moral_pair_uid,n_matching_vote_rows
deepseek-v3.2-or,essay,Programming should be a mandatory subject in K-12 education,Programming should be a mandatory subject in K-12 education,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iProgramming should be a mandatory subject in K-12 education:r1:vb1c5f49193a3,criminal_justice_02,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iProgramming should be a mandatory subject in K-12 education:r1::b,r0:essay:deepseek-v3.2-or:iProgramming should be a mandatory subject in K-12 education:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iProgramming should be a mandatory subject in K-12 education:r1,6
deepseek-v3.2-or,essay,Public museums should be free to all visitors,Public museums should be free to all visitors,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iPublic museums should be free to all visitors:r1:vfa594f20a1f9,criminal_justice_03,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iPublic museums should be free to all visitors:r1::b,r0:essay:deepseek-v3.2-or:iPublic museums should be free to all visitors:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iPublic museums should be free to all visitors:r1,6
deepseek-v3.2-or,essay,Public parks should replace some lawns with native plants,Public parks should replace some lawns with native plants,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iPublic parks should replace some lawns with native plants:r1:vfcba0e25778f,criminal_justice_04,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iPublic parks should replace some lawns with native plants:r1::b,r0:essay:deepseek-v3.2-or:iPublic parks should replace some lawns with native plants:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iPublic parks should replace some lawns with native plants:r1,6
deepseek-v3.2-or,essay,Remote work should become the default for most companies,Remote work should become the default for most companies,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iRemote work should become the default for most companies:r1:v537f61c8a672,cross_01,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iRemote work should become the default for most companies:r1::b,r0:essay:deepseek-v3.2-or:iRemote work should become the default for most companies:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iRemote work should become the default for most companies:r1,6
deepseek-v3.2-or,essay,Schools should ban smartphones during instructional hours,Schools should ban smartphones during instructional hours,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iSchools should ban smartphones during instructional hours:r1:vc993472264c0,cross_02,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iSchools should ban smartphones during instructional hours:r1::b,r0:essay:deepseek-v3.2-or:iSchools should ban smartphones during instructional hours:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSchools should ban smartphones during instructional hours:r1,6
deepseek-v3.2-or,essay,Schools should teach financial literacy starting in middle school,Schools should teach financial literacy starting in middle school,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iSchools should teach financial literacy starting in middle school:r1:v5df8866c2798,cross_03,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSchools should teach financial literacy starting in middle school:r1::b,r0:essay:deepseek-v3.2-or:iSchools should teach financial literacy starting in middle school:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSchools should teach financial literacy starting in middle school:r1,6
deepseek-v3.2-or,essay,Single-use plastics should be phased out nationwide,Single-use plastics should be phased out nationwide,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iSingle-use plastics should be phased out nationwide:r1:vfc3dcddd6358,cross_04,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSingle-use plastics should be phased out nationwide:r1::b,r0:essay:deepseek-v3.2-or:iSingle-use plastics should be phased out nationwide:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSingle-use plastics should be phased out nationwide:r1,6
deepseek-v3.2-or,essay,Social media platforms should verify the age of their users,Social media platforms should verify the age of their users,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iSocial media platforms should verify the age of their users:r1:v7a3487f248e8,cross_05,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSocial media platforms should verify the age of their users:r1::b,r0:essay:deepseek-v3.2-or:iSocial media platforms should verify the age of their users:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iSocial media platforms should verify the age of their users:r1,6
deepseek-v3.2-or,essay,Universities should make tuition free for low-income students,Universities should make tuition free for low-income students,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iUniversities should make tuition free for low-income students:r1:ve540cdac41c8,cross_06,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iUniversities should make tuition free for low-income students:r1::b,r0:essay:deepseek-v3.2-or:iUniversities should make tuition free for low-income students:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iUniversities should make tuition free for low-income students:r1,6
deepseek-v3.2-or,essay,Universities should reduce reliance on standardized test scores in admissions,Universities should reduce reliance on standardized test scores in admissions,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r1:v754f2d8f3c39,education_01,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r1::b,r0:essay:deepseek-v3.2-or:iUniversities should reduce reliance on standardized test scores in admissions:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r1,6
deepseek-v3.2-or,essay,Voting should be made mandatory for all eligible citizens,Voting should be made mandatory for all eligible citizens,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iVoting should be made mandatory for all eligible citizens:r1:vf2403e52f493,education_02,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iVoting should be made mandatory for all eligible citizens:r1::b,r0:essay:deepseek-v3.2-or:iVoting should be made mandatory for all eligible citizens:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iVoting should be made mandatory for all eligible citizens:r1,6
deepseek-v3.2-or,essay,Workplaces should give employees the right to disconnect after hours,Workplaces should give employees the right to disconnect after hours,1,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iWorkplaces should give employees the right to disconnect after hours:r1:vfa091291480c,education_03,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iWorkplaces should give employees the right to disconnect after hours:r1::b,r0:essay:deepseek-v3.2-or:iWorkplaces should give employees the right to disconnect after hours:r1,modgrid_essay_moral:deepseek-v3.2-or:essay:iWorkplaces should give employees the right to disconnect after hours:r1,6
deepseek-v3.2-or,essay,Childhood vaccination should be required for public school enrollment,Childhood vaccination should be required for public school enrollment,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iChildhood vaccination should be required for public school enrollment:r2:v2423e6e43321,education_04,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iChildhood vaccination should be required for public school enrollment:r2::b,r0:essay:deepseek-v3.2-or:iChildhood vaccination should be required for public school enrollment:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iChildhood vaccination should be required for public school enrollment:r2,6
deepseek-v3.2-or,essay,Cities should cap the number of short-term rental listings,Cities should cap the number of short-term rental listings,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCities should cap the number of short-term rental listings:r2:v548686f73265,gun_safety_01,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should cap the number of short-term rental listings:r2::b,r0:essay:deepseek-v3.2-or:iCities should cap the number of short-term rental listings:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should cap the number of short-term rental listings:r2,6
deepseek-v3.2-or,essay,Cities should expand bike-lane networks at the expense of street parking,Cities should expand bike-lane networks at the expense of street parking,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCities should expand bike-lane networks at the expense of street parking:r2:veca13bf1e686,gun_safety_02,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should expand bike-lane networks at the expense of street parking:r2::b,r0:essay:deepseek-v3.2-or:iCities should expand bike-lane networks at the expense of street parking:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should expand bike-lane networks at the expense of street parking:r2,6
deepseek-v3.2-or,essay,Cities should offer free public transit during pollution alerts,Cities should offer free public transit during pollution alerts,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCities should offer free public transit during pollution alerts:r2:vb46c1c939f7a,healthcare_01,clean,tie,tie,,0,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should offer free public transit during pollution alerts:r2::b,r0:essay:deepseek-v3.2-or:iCities should offer free public transit during pollution alerts:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should offer free public transit during pollution alerts:r2,6
deepseek-v3.2-or,essay,Cities should prioritize public transit over highway expansion,Cities should prioritize public transit over highway expansion,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCities should prioritize public transit over highway expansion:r2:v32f8e853c2f4,healthcare_02,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should prioritize public transit over highway expansion:r2::b,r0:essay:deepseek-v3.2-or:iCities should prioritize public transit over highway expansion:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCities should prioritize public transit over highway expansion:r2,6
deepseek-v3.2-or,essay,College athletes should be paid for their work,College athletes should be paid for their work,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCollege athletes should be paid for their work:r2:va6faa64871fd,healthcare_03,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iCollege athletes should be paid for their work:r2::b,r0:essay:deepseek-v3.2-or:iCollege athletes should be paid for their work:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCollege athletes should be paid for their work:r2,6
deepseek-v3.2-or,essay,Companies should adopt four-day work weeks where feasible,Companies should adopt four-day work weeks where feasible,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCompanies should adopt four-day work weeks where feasible:r2:v9e0bde8dd57c,housing_01,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iCompanies should adopt four-day work weeks where feasible:r2::b,r0:essay:deepseek-v3.2-or:iCompanies should adopt four-day work weeks where feasible:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCompanies should adopt four-day work weeks where feasible:r2,6
deepseek-v3.2-or,essay,Companies should disclose the carbon footprint of their products,Companies should disclose the carbon footprint of their products,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iCompanies should disclose the carbon footprint of their products:r2:v523ad40d2e02,housing_02,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iCompanies should disclose the carbon footprint of their products:r2::b,r0:essay:deepseek-v3.2-or:iCompanies should disclose the carbon footprint of their products:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iCompanies should disclose the carbon footprint of their products:r2,6
deepseek-v3.2-or,essay,Employers should offer paid family leave,Employers should offer paid family leave,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iEmployers should offer paid family leave:r2:v5a3d75a3ff05,labor_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_essay_moral:deepseek-v3.2-or:essay:iEmployers should offer paid family leave:r2::b,r0:essay:deepseek-v3.2-or:iEmployers should offer paid family leave:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iEmployers should offer paid family leave:r2,6
deepseek-v3.2-or,essay,Gig-economy workers should be classified as employees,Gig-economy workers should be classified as employees,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iGig-economy workers should be classified as employees:r2:v97b9d73ec187,labor_02,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iGig-economy workers should be classified as employees:r2::b,r0:essay:deepseek-v3.2-or:iGig-economy workers should be classified as employees:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iGig-economy workers should be classified as employees:r2,6
deepseek-v3.2-or,essay,Governments should invest more in high-speed rail,Governments should invest more in high-speed rail,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iGovernments should invest more in high-speed rail:r2:vde5939315409,labor_03,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iGovernments should invest more in high-speed rail:r2::b,r0:essay:deepseek-v3.2-or:iGovernments should invest more in high-speed rail:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iGovernments should invest more in high-speed rail:r2,6
deepseek-v3.2-or,essay,Governments should regulate facial-recognition technology in public spaces,Governments should regulate facial-recognition technology in public spaces,2,base_fund_wording_r0_r4,moral_r0_bridge:deepseek-v3.2-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r2:va5913d2fab15,mental_health_01,clean,r0,r0,0.0,1,modgrid_essay_moral:deepseek-v3.2-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r2::b,r0:essay:deepseek-v3.2-or:iGovernments should regulate facial-recognition technology in public spaces:r2,modgrid_essay_moral:deepseek-v3.2-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r2,6
